"Strana","Počet kandidátů","Mandát obhajuje","Změna strany","Nováčci","Průměrný věk","Podíl žen","Akademický titul","StranaNr"
"PETR MATOUŠEK, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","30","0%","0%",801
"MICHAL BALÍK, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","28","0%","0%",802
"JAROSLAV ADAM, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","55","0%","0%",803
"JAROSLAV CHOMÁT, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","47","0%","0%",804
"TOMÁŠ VOŘÍŠEK, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","40","0%","0%",805
"MIROSLAV BALÍK, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","41","0%","0%",806
"ING. VÁCLAV VONDRUŠKA, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","34","0%","100%",807
"JAN DVOŘÁK, NEZÁVISLÝ KANDIDÁT","1/9","0",0,"0","49","0%","0%",808
"VLADIMÍR TOUŠEK, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","70","0%","0%",809
"ING. JAROSLAV BABOR, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","48","0%","100%",810
"FRANTIŠEK ČÁP, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","47","0%","0%",811
"PAVEL JINDRA, NEZÁVISLÝ KANDIDÁT","1/9","0",1,"0","44","0%","0%",812
